country,location_name,uv_index,Continent,day
Bosnia and Herzegovina,Sarajevo,1,Europe,9
Botswana,Gaborone,1,Africa,9
Brazil,Bras,1,America,8
Brunei Darussalam,Bandar Seri Begawan,1,Asia,9
Bulgaria,Sofia,1,Europe,9
Burkina Faso,Ouagadougou,1,Africa,8
Burundi,Bujumbura,1,Africa,9
Madagascar,Ivory,1,Indian,9
Cape Verde,Praia,1,Atlantic,8
Cambodia,Phnom Penh,1,Asia,9
Cameroon,Bafoussam,1,Africa,8
Canada,Ottawa,4,America,8
Central African Republic,Bangui,1,Africa,8
Chad,N'djamena,1,Africa,8
Chile,Santiago,3,America,8
China,Beijing,4,Asia,9
Bulgaria,Bogot,1,Europe,9
Comoros,Moroni,1,Indian,9
Congo,Brazzaville,1,Africa,8
Costa Rica,San Juan,5,America,8
Croatia,Zagreb,1,Europe,9
Cuba,Havana,7,America,8
Cyprus,Nicosia,1,Asia,9
Czech Republic,Prague,1,Europe,9
Democratic Republic of Congo,Kinshasa,1,Africa,8
Denmark,Copenhagen,1,Europe,9
Djibouti,Djibouti,1,Africa,9
Dominica,Roseau,7,America,8
Dominican Republic,Santo Domingo,8,America,8
Ecuador,Quito,4,America,8
Egypt,Cairo,1,Africa,9
El Salvador,San Salvador,7,America,8
Equatorial Guinea,Malabo,1,Africa,8
Eritrea,Asmara,1,Africa,9
Estonia,Tallinn,1,Europe,9
Swaziland,Mbabane,1,Africa,9
Ethiopia,Addis Ababa,1,Africa,9
Fiji Islands,Suva,5,Pacific,9
Finland,Helsinki,1,Europe,9
France,Paris,1,Europe,9
Gabon,Libreville,1,Africa,8
Gambia,Banjul,1,Africa,8
Georgia,Tbilisi,1,Asia,9
Germany,Berlin,1,Europe,9
Ghana,Accra,1,Africa,8
Greece,Athens,1,Europe,9
Grenada,Saint George's,7,America,8
Guatemala,Guatemala City,6,America,8
Guinea,Conakry,1,Africa,8
Guinea-Bissau,Bissau,1,Africa,8
Guyana,Georgetown,1,America,8
Haiti,Port-Au-Prince,7,America,8
Vatican City,Vatican City,1,Europe,9
Honduras,Tegucigalpa,7,America,8
Hungary,Budapest,1,Europe,9
Iceland,Hella,1,Atlantic,8
India,New Delhi,1,Asia,9
Indonesia,Jakarta,1,Asia,9
Iran,Tehran,1,Asia,9
Iraq,Baghdad,1,Asia,9
Ireland,Dublin,1,Europe,8
Israel,Jerusalem,1,Asia,9
Italy,Rome,1,Europe,9
Jamaica,Norman Gardens,7,America,8
Japan,Tokyo,5,Asia,9
Jordan,Amman,1,Asia,9
Kazakhstan,Astana,1,Asia,9
Kenya,Nairobi,1,Africa,9
Kiribati,Tarawa,7,Pacific,9
Kuwait,Kuwait City,1,Asia,9
Kyrghyzstan,Bishkek,1,Asia,9
Indonesia,Laos,1,Asia,9
Latvia,Riga,1,Europe,9
Lebanon,Beirut,1,Asia,9
Lesotho,Maseru,1,Africa,9
Liberia,Monrovia,1,Africa,8
Thailand,Nan,1,Asia,9
Liechtenstein,Vaduz,1,Europe,9
Lithuania,Vilnius,1,Europe,9
Luxembourg,Luxembourg,1,Europe,9
Madagascar,Antananarivo,1,Indian,9
Malawi,Lilongwe,1,Africa,9
Malaysia,Kuala Lumpur,1,Asia,9
Maldives,Farukolhufunadhoo,1,Indian,9
Mali,Bamako,1,Africa,8
Malta,Valletta,1,Europe,9
Marshall Islands,Majuro,7,Pacific,9
Mauritania,Nouakchott,1,Africa,8
Mauritius,Port Louis,1,Indian,9
Mexico,Mexico City,6,America,8
Micronesia,Palikir,6,Pacific,9
Russia,Chi-Chi-Erh,1,Asia,9
Monaco,Monaco,1,Europe,9
Mongolia,Ulaanbaatar,1,Asia,9
Montenegro,Podgorica,1,Europe,9
Morocco,Rabat,1,Africa,8
Mozambique,Maputo,1,Africa,9
Myanmar,Pathein,1,Asia,9
Namibia,Windhoek,1,Africa,9
Turkey,Yaren,1,Europe,9
Nepal,Kathmandu,1,Asia,9
Netherlands,Amsterdam,1,Europe,9
New Zealand,Wellington,4,Pacific,9
Nicaragua,Managua,8,America,8
Niger,Niamey,1,Africa,8
Nigeria,Abuja,1,Africa,8
North Korea,Pyongyang,5,Asia,9
Macedonia,Skopje,1,Europe,9
Norway,Oslo,1,Europe,9
Oman,Muscat,1,Asia,9
Pakistan,Islamabad,1,Asia,9
Palau,Adkip,1,Pacific,9
Bolivia,National,1,America,8
Panama,Panama City,6,America,8
Papua New Guinea,Port Moresby,7,Pacific,9
Paraguay,Carreria,1,America,8
Peru,Lima,5,America,8
Philippines,Manila,6,Asia,9
Poland,Warsaw,1,Europe,9
Portugal,Lisbon,1,Europe,8
Qatar,Doha,1,Asia,9
Romania,Bucharest,1,Europe,9
Russia,Moscow,1,Europe,9
Rwanda,Kigali,1,Africa,9
Saint Kitts and Nevis,Basseterre,1,America,8
Saint Lucia,Castries,1,America,8
Saint Vincent and the Grenadines,Kingstown,1,America,8
Samoa,Apia,6,Pacific,9
San Marino,San Marino,1,Europe,9
Belgium,'S-Gravenwezel,1,Europe,9
Saudi Arabia,Riyadh,1,Asia,9
Senegal,Dakar,1,Africa,8
Serbia,Belgrade,1,Europe,9
Seychelles Islands,Victoria,1,Indian,9
Sierra Leone,Freetown,1,Africa,8
Singapore,Singapore,1,Asia,9
Slovakia,Bratislava,1,Europe,9
Slovenia,Ljubljana,1,Europe,9
Solomon Islands,Honiara,6,Pacific,9
Somalia,Mogadishu,1,Africa,9
South Africa,Pretoria,1,Africa,9
South Korea,Seoul,6,Asia,9
Sudan,Juba,1,Africa,9
Spain,Madrid,1,Europe,9
Sri Lanka,Colombo,1,Asia,9
Sudan,Khartoum,1,Africa,9
Suriname,Paramaribo,1,America,8
Sweden,Stockholm,1,Europe,9
Switzerland,Bern,1,Europe,9
Syria,Damascus,1,Asia,9
Tajikistan,Dushanbe,1,Asia,9
Tanzania,Dodoma,1,Africa,9
Thailand,Bangkok,1,Asia,9
Timor-Leste,Dili,6,Asia,9
Bulgaria,Lom,1,Europe,9
Tonga,Nuku`Aloia,5,Pacific,9
Trinidad and Tobago,Port Of Spain,1,America,8
Tunisia,Tunis,1,Africa,9
Turkey,Ankara,1,Europe,9
Turkmenistan,Ashgabat,1,Asia,9
Tuvalu,Funafuti,6,Pacific,9
Uganda,Kampala,1,Africa,9
Ukraine,Kyiv,1,Europe,9
United Arab Emirates,Abu Dhabi,1,Asia,9
United Kingdom,London,1,Europe,9
United States of America,Washington Park,7,America,8
Uruguay,Montevideo,1,America,8
Uzbekistan,Tashkent,1,Asia,9
Vanuatu,Port Vila,5,Pacific,9
Venezuela,Caracas,1,America,8
Vietnam,Hanoi,7,Asia,9
Yemen,Sanaa,1,Asia,9
Zambia,Lusaka,1,Africa,9
Zimbabwe,Harare,1,Africa,9
Afghanistan,Kabul,1,Asia,10
Albania,Tirana,1,Europe,10
Algeria,Algiers,1,Africa,9
Andorra,Andorra La Vella,1,Europe,10
Angola,Luanda,1,Africa,9
Antigua and Barbuda,Saint John's,6,America,9
Argentina,Buenos Aires,1,America,9
Armenia,Yerevan,1,Asia,10
Australia,Canberra,2,Australia,10
Austria,Vienna,1,Europe,10
Azerbaijan,Baku,1,Asia,10
Bahamas,Nassau,8,America,9
Bahrain,Manama,1,Asia,10
Bangladesh,Dhaka,1,Asia,10
Barbados,Bridgetown,7,America,9
Belarus,Minsk,1,Europe,10
Belgium,Brussels,1,Europe,10
Belize,Belmopan,7,America,9
Benin,Porto-Novo,1,Africa,9
Bhutan,Thimphu,1,Asia,10
Bolivia,Sucre,5,America,9
Bosnia and Herzegovina,Sarajevo,1,Europe,10
Botswana,Gaborone,1,Africa,10
Brazil,Bras,1,America,9
Brunei Darussalam,Bandar Seri Begawan,1,Asia,10
Bulgaria,Sofia,1,Europe,10
Burkina Faso,Ouagadougou,1,Africa,9
Burundi,Bujumbura,1,Africa,10
Madagascar,Ivory,1,Indian,10
Cape Verde,Praia,1,Atlantic,9
Cambodia,Phnom Penh,1,Asia,10
Cameroon,Bafoussam,1,Africa,9
Canada,Ottawa,6,America,9
Central African Republic,Bangui,1,Africa,9
Chad,N'djamena,1,Africa,9
Chile,Santiago,3,America,9
China,Beijing,4,Asia,10
Bulgaria,Bogot,1,Europe,10
Comoros,Moroni,1,Indian,10
Congo,Brazzaville,1,Africa,9
Costa Rica,San Juan,5,America,9
Croatia,Zagreb,1,Europe,10
Cuba,Havana,7,America,9
Cyprus,Nicosia,1,Asia,10
Czech Republic,Prague,1,Europe,10
Democratic Republic of Congo,Kinshasa,1,Africa,9
Denmark,Copenhagen,1,Europe,10
Djibouti,Djibouti,1,Africa,10
Dominica,Roseau,6,America,9
Dominican Republic,Santo Domingo,6,America,9
Ecuador,Quito,4,America,9
Egypt,Cairo,1,Africa,10
El Salvador,San Salvador,7,America,9
Equatorial Guinea,Malabo,1,Africa,9
Eritrea,Asmara,1,Africa,10
Estonia,Tallinn,1,Europe,10
Swaziland,Mbabane,1,Africa,10
Ethiopia,Addis Ababa,1,Africa,10
Fiji Islands,Suva,5,Pacific,10
Finland,Helsinki,1,Europe,10
France,Paris,1,Europe,10
Gabon,Libreville,1,Africa,9
Gambia,Banjul,1,Africa,9
Georgia,Tbilisi,1,Asia,10
Germany,Berlin,1,Europe,10
Ghana,Accra,1,Africa,9
Greece,Athens,1,Europe,10
Grenada,Saint George's,7,America,9
Guatemala,Guatemala City,5,America,9
Guinea,Conakry,1,Africa,9
Guinea-Bissau,Bissau,1,Africa,9
Guyana,Georgetown,1,America,9
Haiti,Port-Au-Prince,7,America,9
Vatican City,Vatican City,1,Europe,10
Honduras,Tegucigalpa,7,America,9
Hungary,Budapest,1,Europe,10
Iceland,Hella,1,Atlantic,9
India,New Delhi,1,Asia,10
Indonesia,Jakarta,1,Asia,10
Iran,Tehran,1,Asia,10
Iraq,Baghdad,1,Asia,10
Ireland,Dublin,1,Europe,9
Israel,Jerusalem,1,Asia,10
Italy,Rome,1,Europe,10
Jamaica,Norman Gardens,7,America,9
Japan,Tokyo,7,Asia,10
Jordan,Amman,1,Asia,10
Kazakhstan,Astana,1,Asia,10
Kenya,Nairobi,1,Africa,10
Kiribati,Tarawa,6,Pacific,10
Kuwait,Kuwait City,1,Asia,10
Kyrghyzstan,Bishkek,1,Asia,10
Indonesia,Laos,1,Asia,10
Latvia,Riga,1,Europe,10
Lebanon,Beirut,1,Asia,10
Lesotho,Maseru,1,Africa,10
Liberia,Monrovia,1,Africa,9
Thailand,Nan,1,Asia,10
Liechtenstein,Vaduz,1,Europe,10
Lithuania,Vilnius,1,Europe,10
Luxembourg,Luxembourg,1,Europe,10
Madagascar,Antananarivo,1,Indian,10
Malawi,Lilongwe,1,Africa,10
Malaysia,Kuala Lumpur,1,Asia,10
Maldives,Farukolhufunadhoo,1,Indian,10
Mali,Bamako,1,Africa,9
Malta,Valletta,1,Europe,10
Marshall Islands,Majuro,6,Pacific,10
Mauritania,Nouakchott,1,Africa,9
Mauritius,Port Louis,1,Indian,10
Mexico,Mexico City,7,America,9
Micronesia,Palikir,6,Pacific,10
Russia,Chi-Chi-Erh,1,Asia,10
Monaco,Monaco,1,Europe,10
Mongolia,Ulaanbaatar,1,Asia,10
Montenegro,Podgorica,1,Europe,10
Morocco,Rabat,1,Africa,9
Mozambique,Maputo,1,Africa,10
Myanmar,Pathein,1,Asia,10
Namibia,Windhoek,1,Africa,10
Turkey,Yaren,1,Europe,10
Nepal,Kathmandu,1,Asia,10
Netherlands,Amsterdam,1,Europe,10
New Zealand,Wellington,4,Pacific,10
Nicaragua,Managua,8,America,9
Niger,Niamey,1,Africa,9
Nigeria,Abuja,1,Africa,9
North Korea,Pyongyang,5,Asia,10
Macedonia,Skopje,1,Europe,10
Norway,Oslo,1,Europe,10
Oman,Muscat,1,Asia,10
Pakistan,Islamabad,1,Asia,10
Palau,Adkip,1,Pacific,10
Bolivia,National,9,America,9
Panama,Panama City,6,America,9
Papua New Guinea,Port Moresby,6,Pacific,10
Paraguay,Carreria,1,America,9
Peru,Lima,5,America,9
Philippines,Manila,7,Asia,10
Poland,Warsaw,1,Europe,10
Portugal,Lisbon,1,Europe,9
Qatar,Doha,1,Asia,10
Romania,Bucharest,1,Europe,10
Russia,Moscow,1,Europe,10
Rwanda,Kigali,1,Africa,10
Saint Kitts and Nevis,Basseterre,7,America,9
Saint Lucia,Castries,1,America,9
Saint Vincent and the Grenadines,Kingstown,7,America,9
Samoa,Apia,7,Pacific,10
San Marino,San Marino,1,Europe,10
Belgium,'S-Gravenwezel,1,Europe,10
Saudi Arabia,Riyadh,1,Asia,10
Senegal,Dakar,1,Africa,9
Serbia,Belgrade,1,Europe,10
Seychelles Islands,Victoria,1,Indian,10
Sierra Leone,Freetown,1,Africa,9
Singapore,Singapore,1,Asia,10
Slovakia,Bratislava,1,Europe,10
Slovenia,Ljubljana,1,Europe,10
Solomon Islands,Honiara,7,Pacific,10
Somalia,Mogadishu,1,Africa,10
South Africa,Pretoria,1,Africa,10
South Korea,Seoul,6,Asia,10
Sudan,Juba,1,Africa,10
Spain,Madrid,1,Europe,10
Sri Lanka,Colombo,1,Asia,10
Sudan,Khartoum,1,Africa,10
Suriname,Paramaribo,1,America,9
Sweden,Stockholm,1,Europe,10
Switzerland,Bern,1,Europe,10
Syria,Damascus,1,Asia,10
Tajikistan,Dushanbe,1,Asia,10
Tanzania,Dodoma,1,Africa,10
Thailand,Bangkok,1,Asia,10
Timor-Leste,Dili,7,Asia,10
Bulgaria,Lom,1,Europe,10
Tonga,Nuku`Aloia,5,Pacific,10
Trinidad and Tobago,Port Of Spain,7,America,9
Tunisia,Tunis,1,Africa,10
Turkey,Ankara,1,Europe,10
Turkmenistan,Ashgabat,1,Asia,10
Tuvalu,Funafuti,6,Pacific,10
Uganda,Kampala,1,Africa,10
Ukraine,Kyiv,1,Europe,10
United Arab Emirates,Abu Dhabi,1,Asia,10
United Kingdom,London,1,Europe,10
United States of America,Washington Park,8,America,9
Uruguay,Montevideo,1,America,9
Uzbekistan,Tashkent,1,Asia,10
Vanuatu,Port Vila,5,Pacific,10
Venezuela,Caracas,1,America,9
Vietnam,Hanoi,6,Asia,10
Yemen,Sanaa,1,Asia,10
Zambia,Lusaka,1,Africa,10
Zimbabwe,Harare,1,Africa,10
Afghanistan,Kabul,1,Asia,11
Albania,Tirana,1,Europe,11
Algeria,Algiers,1,Africa,10
Andorra,Andorra La Vella,1,Europe,11
Angola,Luanda,1,Africa,10
Antigua and Barbuda,Saint John's,7,America,10
Argentina,Buenos Aires,1,America,10
Armenia,Yerevan,1,Asia,11
Australia,Canberra,3,Australia,11
Austria,Vienna,1,Europe,11
Azerbaijan,Baku,1,Asia,11
Bahamas,Nassau,8,America,10
Bahrain,Manama,1,Asia,11
Bangladesh,Dhaka,1,Asia,11
Barbados,Bridgetown,6,America,10
Belarus,Minsk,1,Europe,11
Belgium,Brussels,1,Europe,11
Belize,Belmopan,8,America,10
Benin,Porto-Novo,1,Africa,10
Bhutan,Thimphu,1,Asia,11
Bolivia,Sucre,6,America,10
Bosnia and Herzegovina,Sarajevo,1,Europe,11
Botswana,Gaborone,1,Africa,11
Brazil,Bras,1,America,10
Brunei Darussalam,Bandar Seri Begawan,1,Asia,11
Bulgaria,Sofia,1,Europe,11
Burkina Faso,Ouagadougou,1,Africa,10
Burundi,Bujumbura,1,Africa,11
Madagascar,Ivory,1,Indian,11
Cape Verde,Praia,1,Atlantic,10
Cambodia,Phnom Penh,1,Asia,11
Cameroon,Bafoussam,1,Africa,10
Canada,Ottawa,4,America,10
Central African Republic,Bangui,1,Africa,10
Chad,N'djamena,1,Africa,10
Chile,Santiago,3,America,10
China,Beijing,5,Asia,11
Bulgaria,Bogot,1,Europe,11
Comoros,Moroni,1,Indian,11
Congo,Brazzaville,1,Africa,10
Costa Rica,San Juan,5,America,10
Croatia,Zagreb,1,Europe,11
Cuba,Havana,7,America,10
Cyprus,Nicosia,1,Asia,11
Czech Republic,Prague,1,Europe,11
Democratic Republic of Congo,Kinshasa,1,Africa,10
Denmark,Copenhagen,1,Europe,11
Djibouti,Djibouti,1,Africa,11
Dominica,Roseau,6,America,10
Dominican Republic,Santo Domingo,8,America,10
Ecuador,Quito,4,America,10
Egypt,Cairo,1,Africa,11
El Salvador,San Salvador,7,America,10
Equatorial Guinea,Malabo,1,Africa,10
Eritrea,Asmara,1,Africa,11
Estonia,Tallinn,1,Europe,11
Swaziland,Mbabane,1,Africa,11
Ethiopia,Addis Ababa,1,Africa,11
Fiji Islands,Suva,5,Pacific,11
Finland,Helsinki,1,Europe,11
France,Paris,1,Europe,11
Gabon,Libreville,1,Africa,10
Gambia,Banjul,1,Africa,10
Georgia,Tbilisi,1,Asia,11
Germany,Berlin,1,Europe,11
Ghana,Accra,1,Africa,10
Greece,Athens,1,Europe,11
Grenada,Saint George's,7,America,10
Guatemala,Guatemala City,6,America,10
Guinea,Conakry,1,Africa,10
Guinea-Bissau,Bissau,1,Africa,10
Guyana,Georgetown,1,America,10
Haiti,Port-Au-Prince,7,America,10
Vatican City,Vatican City,1,Europe,11
Honduras,Tegucigalpa,7,America,10
Hungary,Budapest,1,Europe,11
Iceland,Hella,1,Atlantic,10
India,New Delhi,1,Asia,11
Indonesia,Jakarta,1,Asia,11
Iran,Tehran,1,Asia,11
Iraq,Baghdad,1,Asia,11
Ireland,Dublin,1,Europe,10
Israel,Jerusalem,1,Asia,11
Italy,Rome,1,Europe,11
Jamaica,Norman Gardens,7,America,10
Japan,Tokyo,7,Asia,11
Jordan,Amman,1,Asia,11
Kazakhstan,Astana,1,Asia,11
Kenya,Nairobi,1,Africa,11
Kiribati,Tarawa,7,Pacific,11
Kuwait,Kuwait City,1,Asia,11
Kyrghyzstan,Bishkek,1,Asia,11
Indonesia,Laos,1,Asia,11
Latvia,Riga,1,Europe,11
Lebanon,Beirut,1,Asia,11
Lesotho,Maseru,1,Africa,11
Liberia,Monrovia,1,Africa,10
Thailand,Nan,1,Asia,11
Liechtenstein,Vaduz,1,Europe,11
Lithuania,Vilnius,1,Europe,11
Luxembourg,Luxembourg,1,Europe,11
Madagascar,Antananarivo,1,Indian,11
Malawi,Lilongwe,1,Africa,11
Malaysia,Kuala Lumpur,1,Asia,11
Maldives,Farukolhufunadhoo,1,Indian,11
Mali,Bamako,1,Africa,10
Malta,Valletta,1,Europe,11
Marshall Islands,Majuro,6,Pacific,11
Mauritania,Nouakchott,1,Africa,10
Mauritius,Port Louis,1,Indian,11
Mexico,Mexico City,7,America,10
Micronesia,Palikir,6,Pacific,11
Russia,Chi-Chi-Erh,1,Asia,11
Monaco,Monaco,1,Europe,11
Mongolia,Ulaanbaatar,1,Asia,11
Montenegro,Podgorica,1,Europe,11
Morocco,Rabat,1,Africa,10
Mozambique,Maputo,1,Africa,11
Myanmar,Pathein,1,Asia,11
Namibia,Windhoek,1,Africa,11
Turkey,Yaren,1,Europe,11
Nepal,Kathmandu,1,Asia,11
Netherlands,Amsterdam,1,Europe,11
New Zealand,Wellington,4,Pacific,11
Nicaragua,Managua,7,America,10
Niger,Niamey,1,Africa,11
Nigeria,Abuja,1,Africa,11
North Korea,Pyongyang,6,Asia,11
Macedonia,Skopje,1,Europe,11
Norway,Oslo,1,Europe,11
Oman,Muscat,1,Asia,11
Pakistan,Islamabad,1,Asia,11
Palau,Adkip,1,Pacific,11
Bolivia,National,1,America,10
Panama,Panama City,6,America,10
Papua New Guinea,Port Moresby,6,Pacific,11
Paraguay,Carreria,1,America,10
Peru,Lima,5,America,10
Philippines,Manila,7,Asia,11
Poland,Warsaw,1,Europe,11
Portugal,Lisbon,1,Europe,10
Qatar,Doha,1,Asia,11
Romania,Bucharest,1,Europe,11
Russia,Moscow,1,Europe,11
Rwanda,Kigali,1,Africa,11
Saint Kitts and Nevis,Basseterre,1,America,10
Saint Lucia,Castries,1,America,10
Saint Vincent and the Grenadines,Kingstown,1,America,10
Samoa,Apia,7,Pacific,11
San Marino,San Marino,1,Europe,11
Belgium,'S-Gravenwezel,1,Europe,11
Saudi Arabia,Riyadh,1,Asia,11
Senegal,Dakar,1,Africa,10
Serbia,Belgrade,1,Europe,11
Seychelles Islands,Victoria,1,Indian,11
Sierra Leone,Freetown,1,Africa,10
Singapore,Singapore,1,Asia,11
Slovakia,Bratislava,1,Europe,11
Slovenia,Ljubljana,1,Europe,11
Solomon Islands,Honiara,7,Pacific,11
Somalia,Mogadishu,1,Africa,11
South Africa,Pretoria,1,Africa,11
South Korea,Seoul,6,Asia,11
Sudan,Juba,1,Africa,11
Spain,Madrid,1,Europe,11
Sri Lanka,Colombo,1,Asia,11
Sudan,Khartoum,1,Africa,11
Suriname,Paramaribo,1,America,10
Sweden,Stockholm,1,Europe,11
Switzerland,Bern,1,Europe,11
Syria,Damascus,1,Asia,11
Tajikistan,Dushanbe,1,Asia,11
Tanzania,Dodoma,1,Africa,11
Thailand,Bangkok,1,Asia,11
Timor-Leste,Dili,7,Asia,11
Bulgaria,Lom,1,Europe,11
Tonga,Nuku`Aloia,5,Pacific,11
Trinidad and Tobago,Port Of Spain,7,America,10
Tunisia,Tunis,1,Africa,11
Turkey,Ankara,1,Europe,11
Turkmenistan,Ashgabat,1,Asia,11
Tuvalu,Funafuti,6,Pacific,11
Uganda,Kampala,1,Africa,11
Ukraine,Kyiv,1,Europe,11
United Arab Emirates,Abu Dhabi,1,Asia,11
United Kingdom,London,1,Europe,11
United States of America,Washington Park,8,America,10
Uruguay,Montevideo,1,America,10
Uzbekistan,Tashkent,1,Asia,11
Vanuatu,Port Vila,5,Pacific,11
Venezuela,Caracas,1,America,10
Vietnam,Hanoi,1,Asia,11
Yemen,Sanaa,1,Asia,11
Zambia,Lusaka,1,Africa,11
Zimbabwe,Harare,1,Africa,11
Afghanistan,Kabul,1,Asia,12
Albania,Tirana,1,Europe,12
Algeria,Algiers,1,Africa,11
Andorra,Andorra La Vella,1,Europe,12
Angola,Luanda,1,Africa,12
Antigua and Barbuda,Saint John's,1,America,11
Argentina,Buenos Aires,1,America,11
Armenia,Yerevan,1,Asia,12
Australia,Canberra,4,Australia,12
Austria,Vienna,1,Europe,12
Azerbaijan,Baku,1,Asia,12
Bahamas,Nassau,8,America,11
Bahrain,Manama,1,Asia,12
Bangladesh,Dhaka,1,Asia,12
Barbados,Bridgetown,7,America,11
Belarus,Minsk,1,Europe,12
Belgium,Brussels,1,Europe,12
Belize,Belmopan,7,America,11
Benin,Porto-Novo,1,Africa,12
Bhutan,Thimphu,1,Asia,12
Bolivia,Sucre,1,America,11
Bosnia and Herzegovina,Sarajevo,1,Europe,12
Botswana,Gaborone,1,Africa,12
Brazil,Bras,1,America,11
Brunei Darussalam,Bandar Seri Begawan,6,Asia,12
Bulgaria,Sofia,1,Europe,12
Burkina Faso,Ouagadougou,1,Africa,11
Burundi,Bujumbura,1,Africa,12
Madagascar,Ivory,1,Indian,12
Cape Verde,Praia,1,Atlantic,11
Cambodia,Phnom Penh,1,Asia,12
Cameroon,Bafoussam,1,Africa,12
Canada,Ottawa,7,America,11
Central African Republic,Bangui,1,Africa,12
Chad,N'djamena,1,Africa,12
Chile,Santiago,4,America,11
China,Beijing,5,Asia,12
Bulgaria,Bogot,1,Europe,12
Comoros,Moroni,1,Indian,12
Congo,Brazzaville,1,Africa,12
Costa Rica,San Juan,5,America,11
Croatia,Zagreb,1,Europe,12
Cuba,Havana,7,America,11
Cyprus,Nicosia,1,Asia,12
Czech Republic,Prague,1,Europe,12
Democratic Republic of Congo,Kinshasa,1,Africa,11
Denmark,Copenhagen,1,Europe,12
Djibouti,Djibouti,1,Africa,12
Dominica,Roseau,1,America,11
Dominican Republic,Santo Domingo,6,America,11
Ecuador,Quito,5,America,11
Egypt,Cairo,1,Africa,12
El Salvador,San Salvador,7,America,11
Equatorial Guinea,Malabo,1,Africa,12
Eritrea,Asmara,1,Africa,12
Estonia,Tallinn,1,Europe,12
Swaziland,Mbabane,1,Africa,12
Ethiopia,Addis Ababa,1,Africa,12
Fiji Islands,Suva,7,Pacific,12
Finland,Helsinki,1,Europe,12
France,Paris,1,Europe,12
Gabon,Libreville,1,Africa,11
Gambia,Banjul,1,Africa,11
Georgia,Tbilisi,1,Asia,12
Germany,Berlin,1,Europe,12
Ghana,Accra,1,Africa,11
Greece,Athens,1,Europe,12
Grenada,Saint George's,7,America,11
Guatemala,Guatemala City,5,America,11
Guinea,Conakry,1,Africa,11
Guinea-Bissau,Bissau,1,Africa,11
Guyana,Georgetown,1,America,11
Haiti,Port-Au-Prince,1,America,11
Vatican City,Vatican City,1,Europe,12
Honduras,Tegucigalpa,6,America,11
Hungary,Budapest,1,Europe,12
Iceland,Hella,1,Atlantic,11
India,New Delhi,1,Asia,12
Indonesia,Jakarta,7,Asia,12
Iran,Tehran,1,Asia,12
Iraq,Baghdad,1,Asia,12
Ireland,Dublin,1,Europe,11
Israel,Jerusalem,1,Asia,12
Italy,Rome,1,Europe,12
Jamaica,Norman Gardens,7,America,11
Japan,Tokyo,7,Asia,12
Jordan,Amman,1,Asia,12
Kazakhstan,Astana,1,Asia,12
Kenya,Nairobi,1,Africa,12
Kiribati,Tarawa,7,Pacific,12
Kuwait,Kuwait City,1,Asia,12
Kyrghyzstan,Bishkek,1,Asia,12
Indonesia,Laos,5,Asia,12
Latvia,Riga,1,Europe,12
Lebanon,Beirut,1,Asia,12
Lesotho,Maseru,1,Africa,12
Liberia,Monrovia,1,Africa,11
Thailand,Nan,1,Asia,12
Liechtenstein,Vaduz,1,Europe,12
Lithuania,Vilnius,1,Europe,12
Luxembourg,Luxembourg,1,Europe,12
Madagascar,Antananarivo,1,Indian,12
Malawi,Lilongwe,1,Africa,12
Malaysia,Kuala Lumpur,1,Asia,12
Maldives,Farukolhufunadhoo,1,Indian,12
Mali,Bamako,1,Africa,11
Malta,Valletta,1,Europe,12
Marshall Islands,Majuro,6,Pacific,12
Mauritania,Nouakchott,1,Africa,11
Mauritius,Port Louis,1,Indian,12
Mexico,Mexico City,6,America,11
Micronesia,Palikir,7,Pacific,12
Russia,Chi-Chi-Erh,1,Asia,12
Monaco,Monaco,1,Europe,12
Mongolia,Ulaanbaatar,5,Asia,12
Montenegro,Podgorica,1,Europe,12
Morocco,Rabat,1,Africa,12
Mozambique,Maputo,1,Africa,12
Myanmar,Pathein,1,Asia,12
Namibia,Windhoek,1,Africa,12
Turkey,Yaren,1,Europe,12
Nepal,Kathmandu,1,Asia,12
Netherlands,Amsterdam,1,Europe,12
New Zealand,Wellington,4,Pacific,12
Nicaragua,Managua,7,America,11
Niger,Niamey,1,Africa,12
Nigeria,Abuja,1,Africa,12
North Korea,Pyongyang,6,Asia,12
Macedonia,Skopje,1,Europe,12
Norway,Oslo,1,Europe,12
Oman,Muscat,1,Asia,12
Pakistan,Islamabad,1,Asia,12
Palau,Adkip,1,Pacific,12
Bolivia,National,1,America,11
Panama,Panama City,7,America,11
Papua New Guinea,Port Moresby,7,Pacific,12
Paraguay,Carreria,1,America,11
Peru,Lima,5,America,11
Philippines,Manila,7,Asia,12
Poland,Warsaw,1,Europe,12
Portugal,Lisbon,1,Europe,11
Qatar,Doha,1,Asia,12
Romania,Bucharest,1,Europe,12
Russia,Moscow,1,Europe,12
Rwanda,Kigali,1,Africa,12
Saint Kitts and Nevis,Basseterre,1,America,11
Saint Lucia,Castries,1,America,11
Saint Vincent and the Grenadines,Kingstown,1,America,11
Samoa,Apia,7,Pacific,12
San Marino,San Marino,1,Europe,12
Belgium,'S-Gravenwezel,1,Europe,12
Saudi Arabia,Riyadh,1,Asia,12
Senegal,Dakar,1,Africa,11
Serbia,Belgrade,1,Europe,12
Seychelles Islands,Victoria,1,Indian,12
Sierra Leone,Freetown,1,Africa,11
Singapore,Singapore,7,Asia,12
Slovakia,Bratislava,1,Europe,12
